Current time: 0
Waiting people:
>>1 -> (arrT: 55; servT: 3)
>>665 -> (arrT: 51; servT: 4)
>>666 -> (arrT: 21; servT: 8)
>>667 -> (arrT: 25; servT: 5)
>>668 -> (arrT: 65; servT: 8)
>>669 -> (arrT: 32; servT: 4)
>>670 -> (arrT: 7; servT: 6)
>>671 -> (arrT: 54; servT: 6)
>>672 -> (arrT: 48; servT: 8)
>>673 -> (arrT: 48; servT: 5)
>>674 -> (arrT: 27; servT: 5)
>>675 -> (arrT: 13; servT: 8)
>>676 -> (arrT: 8; servT: 7)
>>677 -> (arrT: 31; servT: 5)
>>678 -> (arrT: 29; servT: 7)
>>679 -> (arrT: 62; servT: 5)
>>680 -> (arrT: 26; servT: 6)
>>681 -> (arrT: 28; servT: 7)
>>682 -> (arrT: 33; servT: 5)
>>683 -> (arrT: 31; servT: 4)
>>684 -> (arrT: 10; servT: 8)
>>685 -> (arrT: 15; servT: 4)
>>686 -> (arrT: 15; servT: 8)
>>687 -> (arrT: 62; servT: 7)
>>688 -> (arrT: 88; servT: 7)
>>689 -> (arrT: 7; servT: 8)
>>690 -> (arrT: 30; servT: 6)
>>691 -> (arrT: 16; servT: 6)
>>692 -> (arrT: 21; servT: 8)
>>693 -> (arrT: 52; servT: 3)
>>694 -> (arrT: 44; servT: 6)
>>695 -> (arrT: 86; servT: 4)
>>696 -> (arrT: 87; servT: 8)
>>697 -> (arrT: 60; servT: 5)
>>698 -> (arrT: 23; servT: 5)
>>699 -> (arrT: 37; servT: 7)
>>700 -> (arrT: 40; servT: 4)
>>701 -> (arrT: 55; servT: 3)
>>702 -> (arrT: 4; servT: 8)
>>703 -> (arrT: 46; servT: 5)
>>704 -> (arrT: 67; servT: 5)
>>705 -> (arrT: 28; servT: 3)
>>706 -> (arrT: 65; servT: 7)
>>707 -> (arrT: 81; servT: 3)
>>708 -> (arrT: 16; servT: 7)
>>709 -> (arrT: 13; servT: 6)
>>710 -> (arrT: 65; servT: 8)
>>711 -> (arrT: 63; servT: 4)
>>712 -> (arrT: 60; servT: 7)
>>713 -> (arrT: 23; servT: 3)
>>714 -> (arrT: 59; servT: 3)
>>715 -> (arrT: 46; servT: 6)
>>716 -> (arrT: 33; servT: 7)
>>717 -> (arrT: 58; servT: 4)
>>718 -> (arrT: 76; servT: 3)
>>719 -> (arrT: 86; servT: 8)
>>720 -> (arrT: 19; servT: 6)
>>721 -> (arrT: 86; servT: 5)
>>722 -> (arrT: 32; servT: 3)
>>723 -> (arrT: 87; servT: 5)
>>724 -> (arrT: 29; servT: 6)
>>725 -> (arrT: 29; servT: 5)
>>726 -> (arrT: 78; servT: 3)
>>727 -> (arrT: 60; servT: 3)
>>728 -> (arrT: 57; servT: 3)
>>729 -> (arrT: 60; servT: 6)
>>730 -> (arrT: 77; servT: 8)
>>731 -> (arrT: 66; servT: 8)
>>732 -> (arrT: 59; servT: 7)
>>733 -> (arrT: 14; servT: 6)
>>734 -> (arrT: 25; servT: 6)
>>735 -> (arrT: 43; servT: 6)
>>736 -> (arrT: 15; servT: 6)
>>737 -> (arrT: 39; servT: 8)
>>738 -> (arrT: 51; servT: 5)
>>739 -> (arrT: 8; servT: 3)
>>740 -> (arrT: 55; servT: 3)
>>741 -> (arrT: 90; servT: 4)
>>742 -> (arrT: 27; servT: 5)
>>743 -> (arrT: 30; servT: 5)
>>744 -> (arrT: 2; servT: 3)
>>745 -> (arrT: 79; servT: 8)
>>746 -> (arrT: 24; servT: 8)
>>747 -> (arrT: 60; servT: 7)
>>748 -> (arrT: 53; servT: 6)
>>749 -> (arrT: 77; servT: 7)
>>750 -> (arrT: 62; servT: 7)
>>751 -> (arrT: 77; servT: 5)
>>752 -> (arrT: 64; servT: 8)
>>753 -> (arrT: 9; servT: 7)
>>754 -> (arrT: 53; servT: 6)
>>755 -> (arrT: 81; servT: 3)
>>756 -> (arrT: 30; servT: 5)
>>757 -> (arrT: 89; servT: 4)
>>758 -> (arrT: 63; servT: 3)
>>759 -> (arrT: 40; servT: 8)
>>760 -> (arrT: 38; servT: 7)
>>761 -> (arrT: 70; servT: 6)
>>762 -> (arrT: 6; servT: 6)
>>763 -> (arrT: 53; servT: 8)
>>764 -> (arrT: 43; servT: 7)
>>765 -> (arrT: 11; servT: 7)
>>766 -> (arrT: 27; servT: 8)
>>767 -> (arrT: 45; servT: 8)
>>768 -> (arrT: 62; servT: 6)
>>769 -> (arrT: 46; servT: 5)
>>770 -> (arrT: 65; servT: 4)
>>771 -> (arrT: 12; servT: 7)
>>772 -> (arrT: 26; servT: 4)
>>773 -> (arrT: 68; servT: 8)
>>774 -> (arrT: 61; servT: 5)
>>775 -> (arrT: 21; servT: 5)
>>776 -> (arrT: 77; servT: 3)
>>777 -> (arrT: 9; servT: 6)
>>778 -> (arrT: 60; servT: 6)
>>779 -> (arrT: 6; servT: 4)
>>780 -> (arrT: 14; servT: 6)
>>781 -> (arrT: 38; servT: 6)
>>782 -> (arrT: 69; servT: 5)
>>783 -> (arrT: 65; servT: 7)
>>784 -> (arrT: 48; servT: 8)
>>785 -> (arrT: 60; servT: 3)
>>786 -> (arrT: 49; servT: 5)
>>787 -> (arrT: 22; servT: 5)
>>788 -> (arrT: 28; servT: 6)
>>789 -> (arrT: 56; servT: 6)
>>790 -> (arrT: 87; servT: 7)
>>791 -> (arrT: 38; servT: 4)
>>792 -> (arrT: 6; servT: 4)
>>793 -> (arrT: 26; servT: 8)
>>794 -> (arrT: 9; servT: 7)
>>795 -> (arrT: 18; servT: 4)
>>796 -> (arrT: 24; servT: 8)
>>797 -> (arrT: 68; servT: 7)
>>798 -> (arrT: 60; servT: 3)
>>799 -> (arrT: 68; servT: 4)
>>800 -> (arrT: 44; servT: 3)
>>801 -> (arrT: 15; servT: 3)
>>802 -> (arrT: 48; servT: 5)
>>803 -> (arrT: 55; servT: 7)
>>804 -> (arrT: 2; servT: 6)
>>805 -> (arrT: 87; servT: 3)
>>806 -> (arrT: 15; servT: 3)
>>807 -> (arrT: 12; servT: 3)
>>808 -> (arrT: 58; servT: 6)
>>809 -> (arrT: 75; servT: 4)
>>810 -> (arrT: 15; servT: 6)
>>811 -> (arrT: 39; servT: 6)
>>812 -> (arrT: 79; servT: 5)
>>813 -> (arrT: 83; servT: 7)
>>814 -> (arrT: 23; servT: 4)
>>815 -> (arrT: 14; servT: 5)
>>816 -> (arrT: 74; servT: 7)
>>817 -> (arrT: 3; servT: 6)
>>818 -> (arrT: 12; servT: 7)
>>819 -> (arrT: 30; servT: 4)
>>820 -> (arrT: 49; servT: 6)
>>821 -> (arrT: 83; servT: 7)
>>822 -> (arrT: 52; servT: 4)
>>823 -> (arrT: 34; servT: 7)
>>824 -> (arrT: 59; servT: 5)
>>825 -> (arrT: 80; servT: 8)
>>826 -> (arrT: 64; servT: 6)
>>827 -> (arrT: 57; servT: 3)
>>828 -> (arrT: 24; servT: 3)
>>829 -> (arrT: 55; servT: 8)
>>830 -> (arrT: 41; servT: 4)
>>831 -> (arrT: 10; servT: 4)
>>832 -> (arrT: 57; servT: 4)
>>833 -> (arrT: 16; servT: 6)
>>834 -> (arrT: 80; servT: 3)
>>835 -> (arrT: 74; servT: 4)
>>836 -> (arrT: 61; servT: 8)
>>837 -> (arrT: 36; servT: 8)
>>838 -> (arrT: 29; servT: 7)
>>839 -> (arrT: 25; servT: 8)
>>840 -> (arrT: 29; servT: 6)
>>841 -> (arrT: 5; servT: 3)
>>842 -> (arrT: 31; servT: 4)
>>843 -> (arrT: 19; servT: 3)
>>844 -> (arrT: 58; servT: 7)
>>845 -> (arrT: 15; servT: 8)
>>846 -> (arrT: 74; servT: 4)
>>847 -> (arrT: 4; servT: 8)
>>848 -> (arrT: 45; servT: 3)
>>849 -> (arrT: 68; servT: 5)
>>850 -> (arrT: 29; servT: 5)
>>851 -> (arrT: 42; servT: 3)
>>852 -> (arrT: 2; servT: 4)
>>853 -> (arrT: 65; servT: 5)
>>854 -> (arrT: 27; servT: 7)
>>855 -> (arrT: 36; servT: 7)
>>856 -> (arrT: 24; servT: 3)
>>857 -> (arrT: 23; servT: 3)
>>858 -> (arrT: 41; servT: 6)
>>859 -> (arrT: 51; servT: 5)
>>860 -> (arrT: 25; servT: 8)
>>861 -> (arrT: 29; servT: 6)
>>862 -> (arrT: 37; servT: 7)
>>863 -> (arrT: 15; servT: 3)
>>864 -> (arrT: 45; servT: 8)
>>865 -> (arrT: 76; servT: 5)
>>866 -> (arrT: 55; servT: 8)
>>867 -> (arrT: 22; servT: 7)
>>868 -> (arrT: 37; servT: 5)
>>869 -> (arrT: 76; servT: 3)
>>870 -> (arrT: 10; servT: 6)
>>871 -> (arrT: 43; servT: 4)
>>872 -> (arrT: 49; servT: 6)
>>873 -> (arrT: 10; servT: 3)
>>874 -> (arrT: 75; servT: 6)
>>875 -> (arrT: 89; servT: 6)
>>876 -> (arrT: 21; servT: 5)
>>877 -> (arrT: 84; servT: 6)
>>878 -> (arrT: 84; servT: 4)
>>879 -> (arrT: 52; servT: 5)
>>880 -> (arrT: 73; servT: 3)
>>881 -> (arrT: 81; servT: 5)
>>882 -> (arrT: 64; servT: 6)
>>883 -> (arrT: 60; servT: 8)
>>884 -> (arrT: 35; servT: 4)
>>885 -> (arrT: 36; servT: 8)
>>886 -> (arrT: 50; servT: 5)
>>887 -> (arrT: 39; servT: 3)
>>888 -> (arrT: 50; servT: 8)
>>889 -> (arrT: 1; servT: 4)
>>890 -> (arrT: 13; servT: 7)
>>891 -> (arrT: 46; servT: 6)
>>892 -> (arrT: 41; servT: 5)
>>893 -> (arrT: 9; servT: 6)
>>894 -> (arrT: 17; servT: 4)
>>895 -> (arrT: 78; servT: 4)
>>896 -> (arrT: 57; servT: 7)
>>897 -> (arrT: 7; servT: 7)
>>898 -> (arrT: 61; servT: 5)
>>899 -> (arrT: 79; servT: 3)
>>900 -> (arrT: 10; servT: 6)
>>901 -> (arrT: 78; servT: 7)
>>902 -> (arrT: 22; servT: 3)
>>903 -> (arrT: 76; servT: 8)
>>904 -> (arrT: 49; servT: 8)
>>905 -> (arrT: 70; servT: 3)
>>906 -> (arrT: 13; servT: 5)
>>907 -> (arrT: 68; servT: 4)
>>908 -> (arrT: 81; servT: 7)
>>909 -> (arrT: 68; servT: 4)
>>910 -> (arrT: 79; servT: 3)
>>911 -> (arrT: 84; servT: 6)
>>912 -> (arrT: 62; servT: 8)
>>913 -> (arrT: 61; servT: 3)
>>914 -> (arrT: 7; servT: 5)
>>915 -> (arrT: 18; servT: 4)
>>916 -> (arrT: 16; servT: 7)
>>917 -> (arrT: 54; servT: 5)
>>918 -> (arrT: 39; servT: 6)
>>919 -> (arrT: 83; servT: 4)
>>920 -> (arrT: 48; servT: 3)
>>921 -> (arrT: 49; servT: 3)
>>922 -> (arrT: 32; servT: 6)
>>923 -> (arrT: 80; servT: 5)
>>924 -> (arrT: 15; servT: 8)
>>925 -> (arrT: 58; servT: 5)
>>926 -> (arrT: 87; servT: 3)
>>927 -> (arrT: 61; servT: 4)
>>928 -> (arrT: 37; servT: 4)
>>929 -> (arrT: 77; servT: 8)
>>930 -> (arrT: 30; servT: 7)
>>931 -> (arrT: 18; servT: 5)
>>932 -> (arrT: 80; servT: 7)
>>933 -> (arrT: 31; servT: 3)
>>934 -> (arrT: 54; servT: 3)
>>935 -> (arrT: 70; servT: 7)
>>936 -> (arrT: 29; servT: 6)
>>937 -> (arrT: 83; servT: 8)
>>938 -> (arrT: 87; servT: 8)
>>939 -> (arrT: 8; servT: 5)
>>940 -> (arrT: 78; servT: 4)
>>941 -> (arrT: 16; servT: 7)
>>942 -> (arrT: 6; servT: 3)
>>943 -> (arrT: 86; servT: 4)
>>944 -> (arrT: 54; servT: 6)
>>945 -> (arrT: 10; servT: 5)
>>946 -> (arrT: 33; servT: 8)
>>947 -> (arrT: 66; servT: 6)
>>948 -> (arrT: 78; servT: 8)
>>949 -> (arrT: 28; servT: 4)
>>950 -> (arrT: 77; servT: 7)
>>951 -> (arrT: 60; servT: 4)
>>952 -> (arrT: 88; servT: 6)
>>953 -> (arrT: 76; servT: 7)
>>954 -> (arrT: 88; servT: 6)
>>955 -> (arrT: 87; servT: 4)
>>956 -> (arrT: 23; servT: 5)
>>957 -> (arrT: 10; servT: 5)
>>958 -> (arrT: 66; servT: 6)
>>959 -> (arrT: 36; servT: 4)
>>960 -> (arrT: 51; servT: 6)
>>961 -> (arrT: 8; servT: 4)
>>962 -> (arrT: 79; servT: 3)
>>963 -> (arrT: 22; servT: 5)
>>964 -> (arrT: 45; servT: 7)
>>965 -> (arrT: 89; servT: 3)
>>966 -> (arrT: 16; servT: 8)
>>967 -> (arrT: 38; servT: 5)
>>968 -> (arrT: 58; servT: 4)
>>969 -> (arrT: 83; servT: 7)
>>970 -> (arrT: 69; servT: 3)
>>971 -> (arrT: 45; servT: 4)
>>972 -> (arrT: 90; servT: 8)
>>973 -> (arrT: 48; servT: 8)
>>974 -> (arrT: 37; servT: 5)
>>975 -> (arrT: 4; servT: 8)
>>976 -> (arrT: 57; servT: 4)
>>977 -> (arrT: 74; servT: 5)
>>978 -> (arrT: 72; servT: 4)
>>979 -> (arrT: 66; servT: 8)
>>980 -> (arrT: 8; servT: 5)
>>981 -> (arrT: 24; servT: 6)
>>982 -> (arrT: 79; servT: 5)
>>983 -> (arrT: 55; servT: 8)
>>984 -> (arrT: 5; servT: 7)
>>985 -> (arrT: 43; servT: 3)
>>986 -> (arrT: 8; servT: 6)
>>987 -> (arrT: 45; servT: 7)
>>988 -> (arrT: 79; servT: 3)
>>989 -> (arrT: 6; servT: 7)
>>990 -> (arrT: 9; servT: 5)
>>991 -> (arrT: 26; servT: 4)
>>992 -> (arrT: 6; servT: 5)
>>993 -> (arrT: 62; servT: 5)
>>994 -> (arrT: 2; servT: 6)
>>995 -> (arrT: 63; servT: 7)
>>996 -> (arrT: 68; servT: 7)
>>997 -> (arrT: 49; servT: 6)
>>998 -> (arrT: 51; servT: 7)
>>999 -> (arrT: 26; servT: 6)
>>1000 -> (arrT: 73; servT: 3)

State of servers:
server: <Thread #1> is closed
server: <Thread #2> is closed
server: <Thread #3> is closed
server: <Thread #4> is closed
server: <Thread #5> is closed
server: <Thread #6> is closed
server: <Thread #7> is closed
server: <Thread #8> is closed
server: <Thread #9> is closed
server: <Thread #10> is closed
server: <Thread #11> is closed
server: <Thread #12> is closed
server: <Thread #13> is closed
server: <Thread #14> is closed
server: <Thread #15> is closed
server: <Thread #16> is closed
server: <Thread #17> is closed
server: <Thread #18> is closed
server: <Thread #19> is closed
server: <Thread #20> is closed


Current time: 1
Waiting people:
>>1 -> (arrT: 55; servT: 3)
>>2 -> (arrT: 25; servT: 6)
>>3 -> (arrT: 71; servT: 5)
>>4 -> (arrT: 15; servT: 8)
>>5 -> (arrT: 16; servT: 7)
>>6 -> (arrT: 55; servT: 6)
>>7 -> (arrT: 4; servT: 6)
>>8 -> (arrT: 38; servT: 6)
>>9 -> (arrT: 65; servT: 8)
>>10 -> (arrT: 29; servT: 3)
>>11 -> (arrT: 24; servT: 6)
>>12 -> (arrT: 2; servT: 6)
>>13 -> (arrT: 43; servT: 4)
>>14 -> (arrT: 80; servT: 6)
>>15 -> (arrT: 8; servT: 6)
>>16 -> (arrT: 35; servT: 4)
>>18 -> (arrT: 7; servT: 6)
>>19 -> (arrT: 57; servT: 3)
>>20 -> (arrT: 55; servT: 8)
>>21 -> (arrT: 32; servT: 8)
>>22 -> (arrT: 24; servT: 8)
>>23 -> (arrT: 47; servT: 5)
>>24 -> (arrT: 14; servT: 8)
>>25 -> (arrT: 82; servT: 7)
>>26 -> (arrT: 39; servT: 4)
>>27 -> (arrT: 73; servT: 3)
>>28 -> (arrT: 6; servT: 8)
>>29 -> (arrT: 26; servT: 8)
>>30 -> (arrT: 27; servT: 5)
>>31 -> (arrT: 86; servT: 6)
>>32 -> (arrT: 55; servT: 7)
>>33 -> (arrT: 85; servT: 8)
>>34 -> (arrT: 45; servT: 3)
>>35 -> (arrT: 3; servT: 6)
>>36 -> (arrT: 38; servT: 8)
>>37 -> (arrT: 36; servT: 7)
>>38 -> (arrT: 7; servT: 7)
>>39 -> (arrT: 30; servT: 7)
>>40 -> (arrT: 15; servT: 4)
>>41 -> (arrT: 48; servT: 6)
>>42 -> (arrT: 69; servT: 8)
>>43 -> (arrT: 48; servT: 4)
>>44 -> (arrT: 32; servT: 4)
>>45 -> (arrT: 64; servT: 5)
>>46 -> (arrT: 15; servT: 4)
>>47 -> (arrT: 7; servT: 7)
>>48 -> (arrT: 64; servT: 8)
>>49 -> (arrT: 39; servT: 3)
>>50 -> (arrT: 38; servT: 7)
>>51 -> (arrT: 66; servT: 6)
>>52 -> (arrT: 22; servT: 5)
>>53 -> (arrT: 33; servT: 3)
>>54 -> (arrT: 60; servT: 6)
>>55 -> (arrT: 54; servT: 4)
>>56 -> (arrT: 16; servT: 8)
>>57 -> (arrT: 39; servT: 4)
>>59 -> (arrT: 5; servT: 4)
>>60 -> (arrT: 57; servT: 8)
>>61 -> (arrT: 26; servT: 3)
>>62 -> (arrT: 16; servT: 6)
>>63 -> (arrT: 59; servT: 8)
>>64 -> (arrT: 35; servT: 8)
>>65 -> (arrT: 31; servT: 5)
>>66 -> (arrT: 46; servT: 4)
>>67 -> (arrT: 76; servT: 8)
>>68 -> (arrT: 67; servT: 7)
>>69 -> (arrT: 67; servT: 3)
>>70 -> (arrT: 10; servT: 4)
>>71 -> (arrT: 74; servT: 5)
>>72 -> (arrT: 33; servT: 7)
>>73 -> (arrT: 55; servT: 5)
>>74 -> (arrT: 54; servT: 3)
>>75 -> (arrT: 13; servT: 5)
>>76 -> (arrT: 2; servT: 6)
>>77 -> (arrT: 16; servT: 5)
>>78 -> (arrT: 36; servT: 7)
>>79 -> (arrT: 38; servT: 3)
>>80 -> (arrT: 75; servT: 3)
>>81 -> (arrT: 63; servT: 7)
>>82 -> (arrT: 13; servT: 4)
>>83 -> (arrT: 85; servT: 8)
>>84 -> (arrT: 33; servT: 8)
>>85 -> (arrT: 5; servT: 8)
>>86 -> (arrT: 34; servT: 6)
>>87 -> (arrT: 81; servT: 6)
>>88 -> (arrT: 16; servT: 7)
>>89 -> (arrT: 25; servT: 8)
>>90 -> (arrT: 27; servT: 8)
>>91 -> (arrT: 31; servT: 7)
>>92 -> (arrT: 73; servT: 6)
>>93 -> (arrT: 63; servT: 5)
>>94 -> (arrT: 85; servT: 4)
>>95 -> (arrT: 39; servT: 5)
>>96 -> (arrT: 25; servT: 7)
>>97 -> (arrT: 87; servT: 6)
>>98 -> (arrT: 42; servT: 7)
>>99 -> (arrT: 88; servT: 8)
>>100 -> (arrT: 58; servT: 5)
>>101 -> (arrT: 5; servT: 7)
>>102 -> (arrT: 60; servT: 4)
>>103 -> (arrT: 22; servT: 4)
>>104 -> (arrT: 66; servT: 6)
>>105 -> (arrT: 4; servT: 6)
>>106 -> (arrT: 3; servT: 8)
>>107 -> (arrT: 4; servT: 4)
>>108 -> (arrT: 62; servT: 3)
>>109 -> (arrT: 23; servT: 8)
>>110 -> (arrT: 53; servT: 8)
>>111 -> (arrT: 23; servT: 3)
>>112 -> (arrT: 86; servT: 4)
>>113 -> (arrT: 23; servT: 3)
>>114 -> (arrT: 16; servT: 5)
>>115 -> (arrT: 58; servT: 4)
>>116 -> (arrT: 37; servT: 4)
>>117 -> (arrT: 44; servT: 4)
>>118 -> (arrT: 62; servT: 5)
>>119 -> (arrT: 79; servT: 8)
>>120 -> (arrT: 71; servT: 8)
>>121 -> (arrT: 24; servT: 8)
>>122 -> (arrT: 80; servT: 3)
>>123 -> (arrT: 28; servT: 6)
>>124 -> (arrT: 25; servT: 8)
>>125 -> (arrT: 41; servT: 7)
>>126 -> (arrT: 29; servT: 7)
>>127 -> (arrT: 47; servT: 7)
>>128 -> (arrT: 87; servT: 4)
>>129 -> (arrT: 69; servT: 3)
>>130 -> (arrT: 83; servT: 4)
>>131 -> (arrT: 14; servT: 3)
>>132 -> (arrT: 4; servT: 4)
>>133 -> (arrT: 48; servT: 8)
>>134 -> (arrT: 83; servT: 6)
>>135 -> (arrT: 87; servT: 7)
>>136 -> (arrT: 58; servT: 8)
>>137 -> (arrT: 24; servT: 3)
>>138 -> (arrT: 38; servT: 4)
>>139 -> (arrT: 58; servT: 4)
>>140 -> (arrT: 83; servT: 3)
>>141 -> (arrT: 85; servT: 7)
>>142 -> (arrT: 81; servT: 6)
>>143 -> (arrT: 48; servT: 5)
>>144 -> (arrT: 64; servT: 6)
>>145 -> (arrT: 52; servT: 6)
>>146 -> (arrT: 76; servT: 4)
>>147 -> (arrT: 73; servT: 5)
>>148 -> (arrT: 47; servT: 7)
>>149 -> (arrT: 63; servT: 5)
>>150 -> (arrT: 52; servT: 7)
>>151 -> (arrT: 56; servT: 6)
>>152 -> (arrT: 68; servT: 5)
>>153 -> (arrT: 64; servT: 5)
>>154 -> (arrT: 88; servT: 5)
>>155 -> (arrT: 72; servT: 6)
>>156 -> (arrT: 3; servT: 8)
>>157 -> (arrT: 50; servT: 5)
>>158 -> (arrT: 90; servT: 8)
>>159 -> (arrT: 57; servT: 6)
>>160 -> (arrT: 37; servT: 7)
>>161 -> (arrT: 4; servT: 5)
>>162 -> (arrT: 9; servT: 6)
>>163 -> (arrT: 8; servT: 6)
>>164 -> (arrT: 60; servT: 3)
>>165 -> (arrT: 29; servT: 3)
>>166 -> (arrT: 73; servT: 5)
>>167 -> (arrT: 11; servT: 7)
>>168 -> (arrT: 41; servT: 4)
>>169 -> (arrT: 15; servT: 3)
>>170 -> (arrT: 23; servT: 8)
>>171 -> (arrT: 25; servT: 6)
>>172 -> (arrT: 61; servT: 5)
>>173 -> (arrT: 88; servT: 7)
>>174 -> (arrT: 21; servT: 5)
>>175 -> (arrT: 75; servT: 6)
>>176 -> (arrT: 5; servT: 4)
>>177 -> (arrT: 34; servT: 3)
>>178 -> (arrT: 31; servT: 8)
>>179 -> (arrT: 26; servT: 8)
>>180 -> (arrT: 32; servT: 5)
>>181 -> (arrT: 8; servT: 6)
>>182 -> (arrT: 7; servT: 7)
>>183 -> (arrT: 88; servT: 7)
>>184 -> (arrT: 73; servT: 3)
>>185 -> (arrT: 45; servT: 7)
>>186 -> (arrT: 27; servT: 8)
>>187 -> (arrT: 3; servT: 8)
>>188 -> (arrT: 33; servT: 4)
>>189 -> (arrT: 55; servT: 8)
>>190 -> (arrT: 64; servT: 6)
>>191 -> (arrT: 88; servT: 3)
>>192 -> (arrT: 17; servT: 3)
>>193 -> (arrT: 71; servT: 8)
>>194 -> (arrT: 85; servT: 4)
>>195 -> (arrT: 73; servT: 5)
>>196 -> (arrT: 2; servT: 3)
>>197 -> (arrT: 55; servT: 6)
>>198 -> (arrT: 40; servT: 4)
>>199 -> (arrT: 58; servT: 6)
>>200 -> (arrT: 34; servT: 5)
>>201 -> (arrT: 23; servT: 3)
>>202 -> (arrT: 59; servT: 4)
>>203 -> (arrT: 25; servT: 8)
>>204 -> (arrT: 64; servT: 8)
>>205 -> (arrT: 33; servT: 3)
>>206 -> (arrT: 41; servT: 6)
>>207 -> (arrT: 2; servT: 3)
>>208 -> (arrT: 60; servT: 6)
>>209 -> (arrT: 63; servT: 5)
>>210 -> (arrT: 73; servT: 3)
>>211 -> (arrT: 83; servT: 4)
>>212 -> (arrT: 16; servT: 5)
>>213 -> (arrT: 51; servT: 4)
>>214 -> (arrT: 45; servT: 8)
>>215 -> (arrT: 58; servT: 3)
>>216 -> (arrT: 41; servT: 5)
>>217 -> (arrT: 69; servT: 4)
>>218 -> (arrT: 55; servT: 8)
>>219 -> (arrT: 40; servT: 3)
>>220 -> (arrT: 43; servT: 7)
>>221 -> (arrT: 34; servT: 7)
>>222 -> (arrT: 71; servT: 3)
>>223 -> (arrT: 78; servT: 4)
>>224 -> (arrT: 63; servT: 7)
>>225 -> (arrT: 23; servT: 5)
>>226 -> (arrT: 33; servT: 4)
>>227 -> (arrT: 19; servT: 8)
>>228 -> (arrT: 61; servT: 5)
>>229 -> (arrT: 57; servT: 4)
>>230 -> (arrT: 37; servT: 3)
>>231 -> (arrT: 45; servT: 6)
>>232 -> (arrT: 79; servT: 7)
>>233 -> (arrT: 17; servT: 3)
>>234 -> (arrT: 17; servT: 3)
>>235 -> (arrT: 89; servT: 5)
>>236 -> (arrT: 76; servT: 3)
>>237 -> (arrT: 40; servT: 5)
>>238 -> (arrT: 47; servT: 6)
>>239 -> (arrT: 69; servT: 5)
>>240 -> (arrT: 89; servT: 5)
>>241 -> (arrT: 76; servT: 5)
>>242 -> (arrT: 8; servT: 5)
>>243 -> (arrT: 77; servT: 7)
>>244 -> (arrT: 21; servT: 7)
>>245 -> (arrT: 18; servT: 7)
>>246 -> (arrT: 38; servT: 6)
>>247 -> (arrT: 88; servT: 4)
>>248 -> (arrT: 8; servT: 7)
>>249 -> (arrT: 25; servT: 6)
>>250 -> (arrT: 7; servT: 4)
>>251 -> (arrT: 75; servT: 3)
>>252 -> (arrT: 5; servT: 3)
>>253 -> (arrT: 87; servT: 7)
>>255 -> (arrT: 32; servT: 6)
>>256 -> (arrT: 36; servT: 7)
>>257 -> (arrT: 22; servT: 6)
>>258 -> (arrT: 45; servT: 5)
>>259 -> (arrT: 13; servT: 4)
>>260 -> (arrT: 8; servT: 6)
>>261 -> (arrT: 54; servT: 8)
>>262 -> (arrT: 40; servT: 3)
>>263 -> (arrT: 12; servT: 6)
>>264 -> (arrT: 30; servT: 3)
>>265 -> (arrT: 41; servT: 4)
>>266 -> (arrT: 69; servT: 6)
>>267 -> (arrT: 85; servT: 4)
>>268 -> (arrT: 72; servT: 7)
>>269 -> (arrT: 3; servT: 6)
>>270 -> (arrT: 72; servT: 8)
>>271 -> (arrT: 3; servT: 4)
>>272 -> (arrT: 10; servT: 6)
>>273 -> (arrT: 23; servT: 7)
>>274 -> (arrT: 70; servT: 5)
>>275 -> (arrT: 78; servT: 6)
>>276 -> (arrT: 33; servT: 5)
>>277 -> (arrT: 73; servT: 3)
>>278 -> (arrT: 70; servT: 6)
>>279 -> (arrT: 36; servT: 8)
>>280 -> (arrT: 17; servT: 5)
>>281 -> (arrT: 79; servT: 6)
>>283 -> (arrT: 22; servT: 7)
>>284 -> (arrT: 42; servT: 6)
>>285 -> (arrT: 29; servT: 3)
>>286 -> (arrT: 51; servT: 4)
>>287 -> (arrT: 17; servT: 4)
>>288 -> (arrT: 88; servT: 8)
>>289 -> (arrT: 23; servT: 7)
>>290 -> (arrT: 18; servT: 8)
>>291 -> (arrT: 34; servT: 7)
>>292 -> (arrT: 72; servT: 7)
>>293 -> (arrT: 33; servT: 7)
>>294 -> (arrT: 69; servT: 5)
>>295 -> (arrT: 81; servT: 8)
>>296 -> (arrT: 90; servT: 6)
>>297 -> (arrT: 9; servT: 5)
>>298 -> (arrT: 72; servT: 6)
>>299 -> (arrT: 21; servT: 3)
>>300 -> (arrT: 44; servT: 8)
>>301 -> (arrT: 71; servT: 7)
>>302 -> (arrT: 40; servT: 6)
>>303 -> (arrT: 81; servT: 3)
>>304 -> (arrT: 37; servT: 3)
>>305 -> (arrT: 34; servT: 4)
>>306 -> (arrT: 13; servT: 3)
>>307 -> (arrT: 16; servT: 8)
>>308 -> (arrT: 24; servT: 8)
>>309 -> (arrT: 78; servT: 6)
>>310 -> (arrT: 47; servT: 7)
>>311 -> (arrT: 30; servT: 4)
>>312 -> (arrT: 16; servT: 6)
>>313 -> (arrT: 25; servT: 8)
>>314 -> (arrT: 65; servT: 6)
>>315 -> (arrT: 85; servT: 4)
>>316 -> (arrT: 28; servT: 7)
>>317 -> (arrT: 24; servT: 5)
>>318 -> (arrT: 37; servT: 6)
>>319 -> (arrT: 40; servT: 8)
